city_name,psgc,year,annual_mean_nightlight,annual_max_nightlight,annual_std_nightlight
City of Tandag,1606819000,2023,0.27205882352941174,10.0,0.9019917064788341
City of Tandag,1606819000,2024,0.25735294117647056,10.0,0.9039761197135452
City of Tangub,1004215000,2022,0.22068230277185502,9.0,0.8033238275997917
City of Tangub,1004215000,2023,0.22707889125799574,10.0,0.8593101042018644
City of Tangub,1004215000,2024,0.31556503198294245,12.0,1.1046484213977952
City of Tanjay,704621000,2022,0.16748366013071894,7.0,0.598654434616457
City of Tanjay,704621000,2023,0.2565359477124183,10.0,0.8457157082408239
City of Tanjay,704621000,2024,0.29983660130718953,12.0,0.9388840403770443
City of Tarlac,306916000,2022,2.170660856935367,23.0,2.6979233923160675
City of Tarlac,306916000,2023,2.2774146695715323,21.0,2.666398079641651
City of Tarlac,306916000,2024,2.5766158315177923,25.0,3.0381461292247796
City of Tayabas,405647000,2022,0.487986743993372,8.0,1.0706507973652488
City of Tayabas,405647000,2023,0.59983429991715,9.0,1.195032512777309
City of Tayabas,405647000,2024,0.6926263463131731,11.0,1.4203411537172992
City of Toledo,702251000,2022,1.4794745484400658,45.0,3.4074663099278184
City of Toledo,702251000,2023,1.6921182266009853,42.0,3.657049374459904
City of Toledo,702251000,2024,1.8399014778325122,44.0,3.7389992764958606
City of Trece Martires,402122000,2022,3.8327272727272725,14.0,2.434827195320929
City of Trece Martires,402122000,2023,4.258181818181818,16.0,2.5927655231145064
City of Trece Martires,402122000,2024,4.941818181818181,18.0,3.07309088757651
City of Urdaneta,105546000,2022,2.018867924528302,19.0,2.219047611771948
City of Urdaneta,105546000,2023,2.2962264150943397,18.0,2.365830841665928
City of Urdaneta,105546000,2024,2.6433962264150943,22.0,2.740886059319949
City of Valencia,1001321000,2022,0.19606087735004477,14.0,0.8331730081969112
City of Valencia,1001321000,2023,0.27066547299313637,21.0,1.119735124495394
City of Valencia,1001321000,2024,0.2721575649059982,20.0,1.0690558563492123
City of Valenzuela,1381600000,2022,15.31338028169014,39.0,6.597884091827368
City of Valenzuela,1381600000,2023,14.873239436619718,35.0,5.939079402898879
City of Valenzuela,1381600000,2024,16.827464788732396,44.0,6.961297883339798
City of Victorias,604531000,2022,0.7528641571194763,13.0,1.6130008263082503
City of Victorias,604531000,2023,0.8445171849427169,12.0,1.4247227499373798
City of Victorias,604531000,2024,0.8297872340425532,11.0,1.5041121334149694
City of Vigan,102934000,2022,2.5974025974025974,22.0,3.4688212012479136
City of Vigan,102934000,2023,2.779220779220779,20.0,3.1339091253260665
City of Vigan,102934000,2024,3.0259740259740258,24.0,3.501294847583528
City of Zamboanga,931700000,2022,0.5981578947368421,48.0,2.7919709650721827
City of Zamboanga,931700000,2023,0.6546052631578947,48.0,2.9860275233993767
City of Zamboanga,931700000,2024,0.6680263157894737,42.0,2.9224050656485887
Danao City,702223000,2022,0.5902547065337763,19.0,1.7145053241542159
Danao City,702223000,2023,0.5980066445182725,19.0,1.766263272848797
Danao City,702223000,2024,0.6766334440753046,21.0,1.969191548609801
Island Garden City of Samal,1102317000,2022,0.46344735077129445,9.0,0.9347447460059913
Island Garden City of Samal,1102317000,2023,0.5305164319248826,10.0,1.0524034331702377
Island Garden City of Samal,1102317000,2024,0.5472837022132797,9.0,1.1101073654560087
Mabalacat City,305409000,2022,5.0625,39.0,5.553122110900446
Mabalacat City,305409000,2023,6.0125,44.0,6.689665870900109
Mabalacat City,305409000,2024,6.694642857142857,43.0,7.35827812842829
Ormoc City,803738000,2022,0.4716913090515687,19.0,1.3434710451835206
Ormoc City,803738000,2023,0.5441759826902272,21.0,1.4382140277641475
Ormoc City,803738000,2024,0.5888928957807429,24.0,1.5693303209960037
Pasay City,1381100000,2022,49.29133858267716,133.0,25.355149886507306
Pasay City,1381100000,2023,50.29133858267716,112.0,23.0292898869328
Pasay City,1381100000,2024,55.08661417322835,120.0,25.082548320863662
Quezon City,1381300000,2022,20.66479820627803,62.0,12.121894667932288
Quezon City,1381300000,2023,21.245515695067265,63.0,12.288261929024003
Quezon City,1381300000,2024,24.09641255605381,170.0,15.28795755891123
San Jose City,304926000,2022,0.6153119092627599,12.0,1.1389445363870536
San Jose City,304926000,2023,0.7098298676748582,12.0,1.137900833789537
San Jose City,304926000,2024,0.7599243856332704,12.0,1.2092197776471314
Science City of Muñoz,304917000,2022,0.45774647887323944,7.0,0.7693351751891866
Science City of Muñoz,304917000,2023,0.6281690140845071,8.0,0.8289112320322176
Science City of Muñoz,304917000,2024,0.6704225352112676,7.0,0.8280971512368162
Tuguegarao City,201529000,2022,2.1481481481481484,15.0,2.5800330704699874
Tuguegarao City,201529000,2023,2.502222222222222,16.0,2.8385564058400887
Tuguegarao City,201529000,2024,2.7585185185185184,19.0,3.364221007959763
