city_name,psgc,year,poi_count,large_water_m,small_water_m,building_area_m2,gray_zones_area_m2,green_zones_area_m2,poi_per_km2,large_water_m_per_km2,small_water_m_per_km2,building_coverage_ratio,gray_zones_coverage_ratio,green_zones_coverage_ratio
City of Calaca,401007000,2024,3.0,44336.96496015844,251549.08264098145,1908382.5517199875,2223936.5618263315,5056128.909582037,0.026103800318450738,385.7877600153744,2188.7956745165475,0.016605345687104683,0.019351065310272145,0.043994726480025184
City of Calaca,401007000,2025,3.0,44336.96496015844,251811.24226867635,1910645.9109637889,2223936.5618263315,5056128.909582037,0.026103800318450738,385.7877600153744,2191.0767953741833,0.01662503977968772,0.019351065310272145,0.043994726480025184
City of Calamba,403405000,2022,86.0,95054.22153266123,100005.7365620756,3879603.6868507615,42589244.19265033,25817528.929848257,0.61715489011712,682.1299726181155,717.66313208197,0.027840888221585532,0.3056297711614687,0.18527225848600082
City of Calamba,403405000,2023,85.0,95055.46542446136,102381.71615095834,3916434.28370969,42734710.03124499,25773410.30813417,0.6099786704645954,682.1388990588972,734.7136835017078,0.028105192674578786,0.30667366597116275,0.18495565356581387
City of Calamba,403405000,2024,83.0,95010.96941790236,102777.5451162311,4399650.835379699,45925865.699032255,27359535.9374373,0.595626231159546,681.8195859421696,737.5542391013366,0.0315728607890983,0.3295740999886031,0.19633803947819203
City of Calamba,403405000,2025,82.0,95010.19660172371,102788.0280204403,4590673.167483794,47869463.58096208,30313045.05277953,0.5884500115070215,681.8140400435205,737.6294667245382,0.032943679002814794,0.3435217853055132,0.21753306963562163
City of Calapan,1705205000,2022,34.0,148853.95614278235,12758.870100207789,418664.654709819,2838276.8472875645,283140.2746632287,0.18334017227529922,802.6738224434574,68.8003953591253,0.002257589703531673,0.015305004886667507,0.0015267937274950558
City of Calapan,1705205000,2023,33.0,150370.2986493442,12758.870100207789,983087.0900511312,2907315.26283163,283140.2746632287,0.1779478142672022,810.8504841017341,68.8003953591253,0.005301157542694029,0.01567728473959288,0.0015267937274950558
City of Calapan,1705205000,2024,32.0,143119.6186346911,14544.300424215064,983607.0328397736,2921860.393787435,283140.2746632287,0.17255545625910515,771.7522216605704,78.42807486468521,0.005303961260354117,0.015755717292981232,0.0015267937274950558
City of Calapan,1705205000,2025,32.0,137063.4777223126,32255.79924532248,995685.2699520312,2925976.6021364345,563194.3299725467,0.17255545625910515,739.095341713542,173.934817368085,0.005369091438970095,0.01577791336203496,0.0030369454553423065
City of Calbayog,806003000,2022,50.0,444703.9264172941,116947.01452458811,1706938.4313436537,6822648.954687646,46320999.0796457,0.0570821031017664,507.6927075502464,133.51163081072625,0.001948712710526517,0.007789023021172779,0.05288200090482325
City of Calbayog,806003000,2023,52.0,447078.5581404256,117732.89170261814,1729466.4211559512,6951293.021156883,47195649.87641548,0.059365387225837056,510.4036870072168,134.40882125275894,0.0019744316112693394,0.00793588849848533,0.05388053904400835
City of Calbayog,806003000,2024,48.0,465947.66247506527,101927.43852464072,1761986.3266910554,6540588.463768043,47211784.107523926,0.05479881897769575,531.9454501885746,116.36465109524997,0.0020115577032816297,0.0074670109007006265,0.053898958560880346
City of Calbayog,806003000,2025,48.0,482380.5715697783,174905.62394028885,1774022.29721841,5750840.159484441,47211784.107523926,0.05479881897769575,550.7059504127019,199.679617176767,0.002025298473493075,0.006565401018109393,0.053898958560880346
City of Caloocan,1380100000,2022,132.0,49299.42834630375,38780.473590998336,8110723.084932156,10540314.5059272,188044.3687504916,2.478913379647366,925.8258525501437,728.283597377175,0.15231651495343243,0.19794338374571324,0.003531406830779823
